COCO_val2014_000000217153#0	一个男人和一个女人穿着军装玩手机。
COCO_train2014_000000349133#0	一个盘子里放着一块披萨饼
COCO_val2014_000000391548#0	一个穿着衬衫打着领带的男人正在对着镜头微笑
COCO_train2014_000000279377#0	两只狗坐在一辆汽车的后备箱里
COCO_val2014_000000046882#0	一群小孩在草地上玩耍其中一个小孩正跳到空中
COCO_train2014_000000179667#0	一只黑熊在阳光下的草地上吃东西
COCO_val2014_000000273791#0	一个撑着雨伞的人在街道上的黑白照片
COCO_train2014_000000068252#0	棒球场上两个运动员正在积极球捕球
COCO_val2014_000000264968#0	一个戴着头盔的男性手里拿着棒球棒
COCO_val2014_000000032645#0	一个小孩坐在一只泰迪熊旁边
COCO_val2014_000000259814#0	一群人正在草地上骑马比赛
COCO_train2014_000000095380#0	一个女孩在湍流的河流中冲浪
COCO_train2014_000000067334#0	一匹马站在轨道上的一辆白色房车旁边
COCO_train2014_000000372774#0	一个男人坐在客厅的沙发上阅读杂志
COCO_val2014_000000217329#0	两个男人在下厨准备聚餐的面包和啤酒
COCO_train2014_000000397473#0	在街道上有一个彩色的消防栓 
COCO_val2014_000000414560#0	一群黑白相间的奶牛站在草垛里 
COCO_train2014_000000164010#0	一架飞机停在机场跑道上准备起飞
COCO_train2014_000000115055#0	两个男人和一个女人坐在餐桌旁吃饭
COCO_train2014_000000020707#0	一个木制的柜子上放着一些装饰品 
COCO_val2014_000000566656#0	一张一个女人一个男人和一只狗的黑白照片
COCO_val2014_000000180650#0	一群人在草坪上玩飞盘游戏 
COCO_train2014_000000285705#0	街道上有一个钟塔和几个建筑 
COCO_val2014_000000097315#0	案板上摆满了各种各样切好的食物
COCO_val2014_000000577868#0	两个被切了一半的橙子放在桌子上的蓝白色盘子里
COCO_val2014_000000159320#0	白天的城市街道上有许多汽车在行驶
COCO_train2014_000000164381#0	一些人坐在椅子上，有的在看手机，有的在看电脑
COCO_val2014_000000359149#0	街道上两个人打着伞的黑白照片
COCO_train2014_000000058738#0	一个鼓着嘴的男人在球场上挥拍击球
COCO_val2014_000000260510#0	在一个玻璃罐子里放着一个橙子 
COCO_train2014_000000135348#0	一个男人在街道上看着什么
COCO_val2014_000000420052#0	马路旁一道铁门旁边堆放着一堆垃圾
COCO_val2014_000000269099#0	有两辆大巴车依次停靠在马路旁的树荫下面
COCO_val2014_000000385508#0	在一个房间里有很多雕像和工具
COCO_val2014_000000560918#0	一个小男孩在公园的树旁玩滑板 
COCO_train2014_000000291780#0	有两个人站在停机坪旁边的草地上
COCO_train2014_000000459826#0	在动物园的围栏里有两只斑马在吃食物
COCO_train2014_000000196899#0	餐厅里几个人在摆盘子杯子和刀叉等餐具
COCO_train2014_000000552304#0	在棒球场上一个棒球运动员正准备击球
COCO_val2014_000000271471#0	一串香蕉摆放在一个台子上的白色盘子里
COCO_train2014_000000400706#0	一个穿着的红色衣服的男人正在玩滑板
COCO_val2014_000000366225#0	电脑桌上有一台白色的台式电脑显示器
COCO_train2014_000000251072#0	在街道上有两只大象被牵着走
COCO_train2014_000000575074#0	一只老鹰抓着一只鱼在水面上空飞翔
COCO_train2014_000000056040#0	一个女人坐在桌子旁正在刷牙
COCO_train2014_000000385682#0	一个人坐在沙滩上的长椅上
COCO_val2014_000000044250#0	一头白色的北极熊头扎在水里准备入水
COCO_train2014_000000166395#0	三个人在海边的沙滩上骑自行车
COCO_train2014_000000066853#0	四台笔记本电脑前后上下放在桌子上
COCO_train2014_000000529465#0	桌子上摆放着一个相框、一杯酒和一个白色的蛋糕
COCO_train2014_000000361895#0	一个穿着黑色紧身衣的男人在海上冲浪
COCO_val2014_000000252008#0	一头斑马站在野外的草地里
COCO_train2014_000000201073#0	一架飞机在湛蓝的天空中飞行
COCO_train2014_000000076910#0	黑白色照片上一个的石墙上面镶嵌着一个钟表
COCO_val2014_000000160834#0	岸边的水面上有一个气艇在行驶
COCO_train2014_000000523673#0	一列火车在桥下的轨道上行驶而来
COCO_val2014_000000446354#0	一个黑色的锅里盛满了各种各样的食物
COCO_train2014_000000287466#0	一个爸爸在厨房里教儿子开烤炉
COCO_val2014_000000571182#0	雨天的街道上人们在打着雨伞行走
COCO_train2014_000000082650#0	一辆火车行驶在高楼旁的大桥上
COCO_train2014_000000141941#0	许多人围在摆满食物的餐桌周围
COCO_train2014_000000156101#0	干净整洁的厨房里有一个白色的橱柜
COCO_train2014_000000121602#0	花园里的桌子上摆放了茶杯和葡萄果盘
COCO_val2014_000000485802#0	一架飞机在空中飞行，喷出了长长的尾气
COCO_train2014_000000157108#0	一个交通警察站在街道中央指挥交通
COCO_train2014_000000357272#0	客厅的中间摆放了一个黑白格子的圆形大床
COCO_val2014_000000501498#0	一只黑色的猫抬着头卧在一个行李箱上
COCO_val2014_000000206587#0	一辆火车行驶在田间的铁轨上
COCO_val2014_000000219192#0	一个穿着粉色衣服小女孩在网球场上打网球
COCO_train2014_000000110928#0	一只带着项圈的棕白相间的狗张着嘴巴
COCO_train2014_000000408846#0	四匹马拉车拉着两个人行驶在有人群的街道上
COCO_train2014_000000046267#0	一个玻璃墙的卫生间里摆放着一个马桶
COCO_train2014_000000505010#0	桌子上摆着一束带有绿色叶子的白色鲜花
COCO_train2014_000000207733#0	有几只鸟站在海滩的水面上
COCO_val2014_000000386585#0	一架飞机在空中飞行的照片
COCO_train2014_000000434190#0	挂着的一条红色毛巾上落了两只小鸟
COCO_val2014_000000056267#0	一个牧羊人和两只绵羊行走在乡间小路上
COCO_train2014_000000217822#0	穿着白色网球衣服的一个男人在接球的瞬间的两幅照片
COCO_val2014_000000236868#0	球场上两个女运动员在网前互相交流祝贺
COCO_train2014_000000533159#0	一个男人在雪山上腾空飞起的滑雪特技照片
COCO_train2014_000000341277#0	树林里的长椅上站着一只小松鼠
COCO_train2014_000000176435#0	一群棕白色相间的奶牛站在草地上
COCO_train2014_000000495055#0	一位女性抱着一个泰迪熊坐在窗边的床上
COCO_val2014_000000500784#0	一间铺有木地板的浴室里有一把椅子
COCO_val2014_000000116132#0	一群人坐在桌子上使用电脑
COCO_train2014_000000043333#0	一群牛在海边的沙滩上行走
COCO_train2014_000000096826#0	车站里停止一辆绿色的巴士和一辆粉红色的双层巴士
COCO_train2014_000000250574#0	盘子里放着一个夹着肉和蔬菜的三明治以及一把叉子
COCO_train2014_000000044138#0	一间屋子里的桌子上放了四台电脑
COCO_train2014_000000476080#0	一间干净整洁的屋子里有一张沙发
COCO_train2014_000000000684#0	一个女性和一只猫站在一面镜子前
COCO_train2014_000000576496#0	一堆黄色的橘子的特写镜头
COCO_val2014_000000382973#0	一个小女孩微笑的坐在椅子上后面是一个钟
COCO_val2014_000000138517#0	一位将墨镜带着头上的女性正拿着一个高脚杯
COCO_train2014_000000335459#0	一间有着蓝色的墙和白色的门的房间
COCO_train2014_000000438514#0	大厦前的街道上有一个交通灯
COCO_train2014_000000068176#0	一个男人正骑着一辆自行车在街道上行驶
COCO_train2014_000000324971#0	一个穿着蓝色黄色相间衣服的女性在海上冲浪
COCO_train2014_000000311882#0	一个挂在树上的红色的苹果
COCO_train2014_000000174012#0	一个正在使用的笔记本电脑和笔记本
COCO_train2014_000000429113#0	一个穿着黑色防水服的男人在海里冲浪
COCO_train2014_000000409216#0	室外一个穿着红色衣服的女人站在一个打开的箱子里表演节目
COCO_val2014_000000073634#0	一架有着蓝色机身和黄色机翼的小型螺旋桨飞机停在空地上
COCO_val2014_000000230119#0	一个光线昏暗的房间里有一张床和一个壁挂电视
COCO_train2014_000000105279#0	一只黑色的狗趴在窗边的沙发上目视前方
COCO_val2014_000000312724#0	一群斑马和长颈鹿站在草原上
COCO_train2014_000000500162#0	蓝色的客厅里摆放着沙发茶几和电视
COCO_train2014_000000163823#0	一个穿着蓝色衣服的女人坐在椅子上拿着一个包装好的笔记本看向镜头微笑
COCO_train2014_000000507936#0	蓝色的火车在建筑边的铁轨上行驶
COCO_train2014_000000434813#0	一个黄色的小木屋被放在树林旁的草地上
COCO_train2014_000000482826#0	一张白底黑字的路标的特写照片
COCO_val2014_000000529187#0	一只成年长颈鹿低头抚摸一只幼小长颈鹿
COCO_val2014_000000449180#0	一个金黄色的钟表模特写镜头
COCO_val2014_000000053994#0	一个红色的停车计时器在林边的小路上
COCO_train2014_000000172324#0	房间中一个穿着白色短袖的男人拿着一把剪刀
COCO_val2014_000000504452#0	一个男人在街道上骑着自行车，路边有一个男人在行走。
COCO_train2014_000000340983#0	三个女人端着红酒杯坐在桌子旁
COCO_val2014_000000291664#0	一只黄色的狗站在草坪上的消防栓边
COCO_val2014_000000297669#0	一个穿红色衣服的人在草地上放羊
COCO_val2014_000000053665#0	一个人在海上玩滑翔伞冲浪
COCO_train2014_000000297514#0	人们骑着大象从河中走向光秃秃没有植被的岸上
COCO_train2014_000000243957#0	一只白色的猫坐在笔记本电脑键盘上
COCO_train2014_000000336077#0	穿着红白色衣服的观众在观看一场棒球比赛
COCO_train2014_000000490462#0	两个男人站在橙色的地铁外边
COCO_val2014_000000469075#0	一个巨大的钟塔旁边有许多小喷泉
COCO_train2014_000000274559#0	四个男人在厨房中做饭和交谈
COCO_val2014_000000469202#0	一个秃顶的男人在洗手间刷牙
COCO_train2014_000000566193#0	洗手间里有一个马桶和一个水槽和帘子遮住的浴缸
COCO_val2014_000000116861#0	一个女人抱着一只黑色的玩具熊躺在沙发上睡觉
COCO_train2014_000000154614#0	黄色的卫生间里有一个白色的马桶
COCO_val2014_000000536831#0	一个穿着黑色衣服的人在洁白的雪山上滑雪
COCO_val2014_000000375755#0	一个穿着绿色衣服的小女孩拿着滑板站在路上
COCO_val2014_000000306812#0	一个穿着蓝色衣服的人在网球场上教四个橙色衣服的人打网球
COCO_train2014_000000143171#0	一个穿着蓝色短袖和蓝色拖鞋的老人坐在长椅上
COCO_val2014_000000195862#0	一个男人将一个粉色衣服的小女孩放在一匹马上
COCO_val2014_000000464286#0	养牛场中的奶牛正在吃东西抻着脖子在吃草
COCO_val2014_000000243464#0	一个胖胖的男人和一个胖胖的女人在长颈鹿前拍照
COCO_val2014_000000070896#0	两个人在碧绿的大海中冲浪
COCO_val2014_000000417596#0	一栋房子门口旁边有两张长椅
COCO_train2014_000000361618#0	一个干净整洁的卫生间里有一个水槽马桶和浴缸
COCO_train2014_000000562777#0	一帮青年男女坐在一个昏暗的房间中喝酒
COCO_val2014_000000555009#0	办公桌上放着一台笔记本电脑和两个显示器和鼠标键盘等
COCO_train2014_000000016683#0	一架白色的飞机在森林上升空
COCO_train2014_000000149849#0	街道上停靠者一辆破烂的小拖车
COCO_train2014_000000175558#0	一张黑白照片中一个戴着帽子穿着西服的男人在弹吉他
COCO_val2014_000000241889#0	一个穿着灰色衣服的人滑雪到空中
COCO_train2014_000000518667#0	一个穿着黑色衣服的人站在广场上看地上的鸽子
COCO_train2014_000000514519#0	山下的铁轨边有两节破旧的火车车厢
COCO_val2014_000000050975#0	篮球队员在篮球场上进行比赛
COCO_train2014_000000134306#0	三只绵羊坐在栅栏边的土地上
COCO_train2014_000000104124#0	一个男人在草地上骑着摩托车的黑白照片
COCO_val2014_000000360529#0	商店的货架上摆满了各种食物和刀具
COCO_val2014_000000070426#0	一个黑色皮肤的女孩拿着黄色的冲浪板站在海中
COCO_val2014_000000166696#0	一群穿着红色和绿色衣服的运动员在棒球场上打棒球
COCO_train2014_000000016099#0	一个穿着黑色紧身衣的男人拿着冲浪板比了个手势
COCO_train2014_000000184761#0	一群黄色的牛站在草地上吃草
COCO_train2014_000000571395#0	建筑物外有一个大钟钟上有一个狮子雕像
COCO_train2014_000000056261#0	三个人走在海滩上，最前面的女人打着一把伞
COCO_train2014_000000428587#0	两头黑色的大象载着人行走在树林中
COCO_train2014_000000443018#0	一个穿着西装打着领带的男人的特写
COCO_val2014_000000340047#0	一个女人拿着一把粉红色的雨伞，伞面上写满了单词
COCO_train2014_000000052669#0	厕所中有一个马桶，马桶旁设有金属扶手
COCO_train2014_000000303257#0	一头灰色的大象正在水边喝水
COCO_val2014_000000008844#0	一名黑人微笑着站在一堆香蕉旁边
COCO_train2014_000000215600#0	街边的一个黑色的停车计时器
COCO_val2014_000000137699#0	一辆黑色的老实汽车在街道上行驶
COCO_train2014_000000263724#0	空地上有一栋废弃的建筑物和几艘船
COCO_val2014_000000100896#0	树下有一名男子骑着一辆摩托车
COCO_val2014_000000045564#0	许多鸟站在海边的沙滩上和海水里
COCO_val2014_000000337275#0	一个人在拿着苹果喂腿上的一只猫
COCO_train2014_000000075119#0	一头灰色的大象走在灌木丛中
COCO_train2014_000000496106#0	蓝色的沙发上有一只猫和许多毛绒玩具
COCO_val2014_000000301467#0	草地上有一匹斑马和几只鹿
COCO_train2014_000000426518#0	草地上有一只黑色的狗和一个蓝色的飞盘
COCO_train2014_000000309314#0	一个男人在草地上给养修建脚趾
COCO_val2014_000000107304#0	一个女人微笑着站在厕所门口
COCO_train2014_000000058553#0	浴室中有一个马桶和一个洗手池
COCO_train2014_000000297607#0	铁路上有一辆火车，旁边是工厂
COCO_train2014_000000353301#0	一匹白色的马走在河边的公路旁
COCO_train2014_000000099636#0	一个粉色的玩具熊上放着一个遥控器
COCO_val2014_000000376564#0	一个白色的蛋糕放在桌子上
COCO_train2014_000000296913#0	一个女人趴在床上，她的身旁有两只猫
